id,ChallengeId,text,order,unlocked,createdAt,updatedAt
171,48,"If you harvested Jim’s password hash, you can try to attack that instead of using SQL Injection.",NULL,0,2026-03-04 09:18:12.963 +00:00,2026-03-04 09:18:12.963 +00:00
172,49,"MC SafeSearch is a rapper who produced the song ""Protect Ya' Passwordz"" which explains password & sensitive data protection very nicely.",NULL,0,2026-03-04 09:18:12.965 +00:00,2026-03-04 09:18:12.965 +00:00
173,49,"After watching the music video of this song, you should agree that even ⭐⭐ is a slightly exaggerated difficulty rating for this challenge.",NULL,0,2026-03-04 09:18:12.965 +00:00,2026-03-04 09:18:12.965 +00:00
174,50,The underlying flaw of this challenge is a lot more human error than technical weakness.,NULL,0,2026-03-04 09:18:12.966 +00:00,2026-03-04 09:18:12.966 +00:00
175,50,The support team is located in a low-cost country and the team structure fluctuates a lot due to people leaving for jobs with even just slightly better wages.,NULL,0,2026-03-04 09:18:12.966 +00:00,2026-03-04 09:18:12.966 +00:00
176,50,To prevent abuse the password for the support team account itself is actually very strong.,NULL,0,2026-03-04 09:18:12.966 +00:00,2026-03-04 09:18:12.966 +00:00
177,50,"To allow easy access during an incident, the support team utilizes a 3rd party tool which every support engineer can access to get the current account password from.",NULL,0,2026-03-04 09:18:12.966 +00:00,2026-03-04 09:18:12.966 +00:00
178,50,"While it is also possible to use SQL Injection to log in as the support team, this will not solve the challenge.",NULL,0,2026-03-04 09:18:12.966 +00:00,2026-03-04 09:18:12.966 +00:00
179,51,Have an eye on the HTTP traffic while placing products in the shopping basket.,NULL,0,2026-03-04 09:18:12.970 +00:00,2026-03-04 09:18:12.970 +00:00
180,51,Adding more instances of the same product to someone else’s basket does not qualify as a solution. The same goes for stealing from someone else’s basket.,NULL,0,2026-03-04 09:18:12.970 +00:00,2026-03-04 09:18:12.970 +00:00
181,51,This challenge requires a bit more sophisticated tampering than others of the same ilk.,NULL,0,2026-03-04 09:18:12.970 +00:00,2026-03-04 09:18:12.970 +00:00
182,52,You need to trick a security mechanism into thinking that the file you want has a valid file type.,NULL,0,2026-03-04 09:18:12.972 +00:00,2026-03-04 09:18:12.972 +00:00
183,52,"If you solved one of the other four file access challenges, you already know where the SIEM signature file is located.",NULL,0,2026-03-04 09:18:12.972 +00:00,2026-03-04 09:18:12.972 +00:00
184,52,Simply reuse the trick that already worked for the files above.,NULL,0,2026-03-04 09:18:12.973 +00:00,2026-03-04 09:18:12.973 +00:00
185,53,Punctuality is the politeness of kings.,NULL,0,2026-03-04 09:18:12.974 +00:00,2026-03-04 09:18:12.974 +00:00
186,53,"Every user is (almost) immediately associated with the review they ""liked"" to prevent abuse of that functionality.",NULL,0,2026-03-04 09:18:12.974 +00:00,2026-03-04 09:18:12.974 +00:00
187,53,"Did you really think clicking the ""like"" button three times in a row really fast would be enough to solve a ⭐⭐⭐⭐⭐⭐ challenge?",NULL,0,2026-03-04 09:18:12.974 +00:00,2026-03-04 09:18:12.974 +00:00
188,53,The underlying flaw of this challenge is a Race Condition.,NULL,0,2026-03-04 09:18:12.974 +00:00,2026-03-04 09:18:12.974 +00:00
189,54,You might have to peel through several layers of tough-as-nails encryption for this challenge.,NULL,0,2026-03-04 09:18:12.977 +00:00,2026-03-04 09:18:12.977 +00:00
190,54,Make sure you solve Find the hidden easter egg first.,NULL,0,2026-03-04 09:18:12.977 +00:00,2026-03-04 09:18:12.977 +00:00
191,54,You might have to peel through several layers of tough-as-nails encryption for this challenge.,NULL,0,2026-03-04 09:18:12.977 +00:00,2026-03-04 09:18:12.977 +00:00
192,55,This challenge is essentially a stripped-down Denial of Service (DoS) attack.,NULL,0,2026-03-04 09:18:12.979 +00:00,2026-03-04 09:18:12.979 +00:00
193,55,"As stated in the Architecture overview, OWASP Juice Shop uses a MongoDB derivate as its NoSQL database.",NULL,0,2026-03-04 09:18:12.979 +00:00,2026-03-04 09:18:12.979 +00:00
194,55,"The categorization into the NoSQL Injection category totally gives away the expected attack vector for this challenge. Trying any others will not solve the challenge, even if they might yield the same result.",NULL,0,2026-03-04 09:18:12.979 +00:00,2026-03-04 09:18:12.979 +00:00
195,55,"In particular, flooding the application with requests will not solve this challenge. That would probably just kill your server instance.",NULL,0,2026-03-04 09:18:12.979 +00:00,2026-03-04 09:18:12.979 +00:00
196,56,Take a close look on how the $where query operator works in MongoDB.,NULL,0,2026-03-04 09:18:12.981 +00:00,2026-03-04 09:18:12.981 +00:00
197,56,This challenge requires a classic Injection attack.,NULL,0,2026-03-04 09:18:12.981 +00:00,2026-03-04 09:18:12.981 +00:00
198,56,Find an API endpoint with the intent of delivering a single order to the user and work with that.,NULL,0,2026-03-04 09:18:12.981 +00:00,2026-03-04 09:18:12.981 +00:00
199,56,Reading up on how MongoDB queries work is really helpful here.,NULL,0,2026-03-04 09:18:12.981 +00:00,2026-03-04 09:18:12.981 +00:00
200,57,Take a close look on how the equivalent of UPDATE-statements in MongoDB work.,NULL,0,2026-03-04 09:18:12.983 +00:00,2026-03-04 09:18:12.983 +00:00
201,57,This challenge requires another classic Injection attack.,NULL,0,2026-03-04 09:18:12.983 +00:00,2026-03-04 09:18:12.983 +00:00
202,57,It is also worth looking into how Query Operators work in MongoDB.,NULL,0,2026-03-04 09:18:12.983 +00:00,2026-03-04 09:18:12.983 +00:00
203,58,When removing references to those addresses from the code the developers have been a bit sloppy.,NULL,0,2026-03-04 09:18:12.985 +00:00,2026-03-04 09:18:12.985 +00:00
204,58,"More particular, they have been sloppy in a way that even the Angular Compiler was not able to clean up after them automatically.",NULL,0,2026-03-04 09:18:12.985 +00:00,2026-03-04 09:18:12.985 +00:00
205,58,It is of course not sufficient to just visit any of the crypto currency links directly to solve the challenge.,NULL,0,2026-03-04 09:18:12.985 +00:00,2026-03-04 09:18:12.985 +00:00
206,59,This challenge can be solved with three different approaches.,NULL,0,2026-03-04 09:18:12.987 +00:00,2026-03-04 09:18:12.987 +00:00
207,59,Guessing might work just fine.,NULL,0,2026-03-04 09:18:12.987 +00:00,2026-03-04 09:18:12.987 +00:00
208,59,"If you harvested the admin’s password hash, you can try to attack that.",NULL,0,2026-03-04 09:18:12.987 +00:00,2026-03-04 09:18:12.987 +00:00
209,59,"In case you use some hacker tool, you can also go for a brute force attack using a generic password list.",NULL,0,2026-03-04 09:18:12.987 +00:00,2026-03-04 09:18:12.987 +00:00
210,60,You literally need to make the shop owe you any amount of money.,NULL,0,2026-03-04 09:18:12.989 +00:00,2026-03-04 09:18:12.989 +00:00
211,60,Investigate the shopping basket closely to understand how it prevents you from creating orders that would fulfil the challenge.,NULL,0,2026-03-04 09:18:12.989 +00:00,2026-03-04 09:18:12.989 +00:00
212,61,"You do not have to pay anything to unlock this challenge! Nonetheless, donations are very much appreciated.",NULL,0,2026-03-04 09:18:12.991 +00:00,2026-03-04 09:18:12.991 +00:00
213,61,"There is no inappropriate, self-written or misconfigured cryptographic library to be exploited here.",NULL,0,2026-03-04 09:18:12.991 +00:00,2026-03-04 09:18:12.991 +00:00
214,61,How much protection does a sturdy top-quality door lock add to your house if you put the key under the door mat? Or hide the key in the nearby plant pot? Or tape the key to the underside of the mailbox?,NULL,0,2026-03-04 09:18:12.991 +00:00,2026-03-04 09:18:12.991 +00:00
215,61,Once more: You do not have to pay anything to unlock this challenge!,NULL,0,2026-03-04 09:18:12.991 +00:00,2026-03-04 09:18:12.991 +00:00
216,62,We won't even ask you to confirm that you did. Just read it. Please. Pretty please.,NULL,0,2026-03-04 09:18:12.992 +00:00,2026-03-04 09:18:12.992 +00:00
217,62,When you work with the application you will most likely solve this challenge in the process.,NULL,0,2026-03-04 09:18:12.992 +00:00,2026-03-04 09:18:12.992 +00:00
218,62,Any automated crawling or spidering tool you use might solve this challenge for you.,NULL,0,2026-03-04 09:18:12.992 +00:00,2026-03-04 09:18:12.992 +00:00
219,62,There is no real hacking involved here.,NULL,0,2026-03-04 09:18:12.992 +00:00,2026-03-04 09:18:12.992 +00:00
220,63,Only by visiting a special URL you can confirm that you read it carefully.,NULL,0,2026-03-04 09:18:12.995 +00:00,2026-03-04 09:18:12.995 +00:00
221,63,"First you should obviously solve the ""Read our privacy policy"" challenge.",NULL,0,2026-03-04 09:18:12.995 +00:00,2026-03-04 09:18:12.995 +00:00
222,63,It is fine to use the mouse cursor to not lose sight of the paragraph you are currently reading.,NULL,0,2026-03-04 09:18:12.995 +00:00,2026-03-04 09:18:12.995 +00:00
223,63,If you find some particularly hot sections in the policy you might want to melt them together similar to what you might have already uncovered in Apply some advanced cryptanalysis to find the real easter egg.,NULL,0,2026-03-04 09:18:12.995 +00:00,2026-03-04 09:18:12.995 +00:00
224,64,"Theoretically there are three possible ways to beat this challenge: a) broken admin functionality, b) holes in RESTful API or c) possibility for SQL Injection.",NULL,0,2026-03-04 09:18:12.997 +00:00,2026-03-04 09:18:12.997 +00:00
225,64,In practice two of these three ways should turn out to be dead ends.,NULL,0,2026-03-04 09:18:12.997 +00:00,2026-03-04 09:18:12.997 +00:00
226,65,Look for a url parameter where its value appears in the page it is leading to.,NULL,0,2026-03-04 09:18:12.998 +00:00,2026-03-04 09:18:12.998 +00:00
227,65,"Try probing for XSS vulnerabilities by submitting text wrapped in an HTML tag which is easy to spot on screen, e.g. <h1> or <strike>.",NULL,0,2026-03-04 09:18:12.998 +00:00,2026-03-04 09:18:12.998 +00:00
228,66,You can solve this by cleverly interacting with the UI or bypassing it altogether.,NULL,0,2026-03-04 09:18:12.999 +00:00,2026-03-04 09:18:12.999 +00:00
229,66,The obvious repetition in the User Registration form is the Repeat Password field.,NULL,0,2026-03-04 09:18:13.000 +00:00,2026-03-04 09:18:13.000 +00:00
230,66,Try to register with either an empty or different value in Repeat Password.,NULL,0,2026-03-04 09:18:13.000 +00:00,2026-03-04 09:18:13.000 +00:00
231,66,You can solve this challenge by cleverly interacting with the UI or bypassing it altogether.,NULL,0,2026-03-04 09:18:13.000 +00:00,2026-03-04 09:18:13.000 +00:00
232,67,"If you have no idea who Bender is, please put down this book right now and watch the first episodes of Futurama before you come back.",NULL,0,2026-03-04 09:18:13.001 +00:00,2026-03-04 09:18:13.001 +00:00
233,67,"Unexpectedly, Bender also chose to answer his chosen question truthfully.",NULL,0,2026-03-04 09:18:13.001 +00:00,2026-03-04 09:18:13.001 +00:00
234,67,Hints to the answer to Bender’s question can be found in publicly available information on the Internet.,NULL,0,2026-03-04 09:18:13.002 +00:00,2026-03-04 09:18:13.002 +00:00
235,67,"If a seemingly correct answer is not accepted, you might just need to try some alternative spelling.",NULL,0,2026-03-04 09:18:13.002 +00:00,2026-03-04 09:18:13.002 +00:00
236,67,Brute forcing the answer should be next to impossible.,NULL,0,2026-03-04 09:18:13.002 +00:00,2026-03-04 09:18:13.002 +00:00
237,68,Nothing a little bit of Facebook stalking couldn't reveal. Might involve a historical twist.,NULL,0,2026-03-04 09:18:13.004 +00:00,2026-03-04 09:18:13.004 +00:00
238,68,"Other than with his OWASP account, Bjoern was a bit less careless with his choice of security and answer to his internal account.",NULL,0,2026-03-04 09:18:13.004 +00:00,2026-03-04 09:18:13.004 +00:00
239,68,Bjoern chose to answer his chosen question truthfully but tried to make it harder for attackers by applying sort of a historical twist.,NULL,0,2026-03-04 09:18:13.004 +00:00,2026-03-04 09:18:13.004 +00:00
240,68,"Again, hints to the answer to Bjoern’s question can be found by looking him up on the Internet.",NULL,0,2026-03-04 09:18:13.004 +00:00,2026-03-04 09:18:13.004 +00:00
241,68,Brute forcing the answer should be next to impossible.,NULL,0,2026-03-04 09:18:13.004 +00:00,2026-03-04 09:18:13.004 +00:00
242,69,The hardest part of this challenge is actually to find out who Jim actually is.,NULL,0,2026-03-04 09:18:13.006 +00:00,2026-03-04 09:18:13.006 +00:00
243,69,Jim picked one of the worst security questions and chose to answer it truthfully.,NULL,0,2026-03-04 09:18:13.006 +00:00,2026-03-04 09:18:13.006 +00:00
244,69,"As Jim is a celebrity, the answer to his question is quite easy to find in publicly available information on the internet.",NULL,0,2026-03-04 09:18:13.006 +00:00,2026-03-04 09:18:13.006 +00:00
245,69,Even brute forcing the answer should be possible with the right kind of word list.,NULL,0,2026-03-04 09:18:13.006 +00:00,2026-03-04 09:18:13.006 +00:00
246,70,"Finding out who Morty actually is, will help to reduce the solution space.",NULL,0,2026-03-04 09:18:13.007 +00:00,2026-03-04 09:18:13.007 +00:00
247,70,You can assume that Morty answered his security question truthfully but employed some obfuscation to make it more secure.,NULL,0,2026-03-04 09:18:13.007 +00:00,2026-03-04 09:18:13.007 +00:00
248,70,Morty’s answer is less than 10 characters long and does not include any special characters.,NULL,0,2026-03-04 09:18:13.007 +00:00,2026-03-04 09:18:13.007 +00:00
249,70,"Unfortunately, Forgot your password? is protected by a rate limiting mechanism that prevents brute forcing. You need to beat this somehow.",NULL,0,2026-03-04 09:18:13.008 +00:00,2026-03-04 09:18:13.008 +00:00
250,71,Check for products which seem like a natural fit for being based on a blueprint.,NULL,0,2026-03-04 09:18:13.009 +00:00,2026-03-04 09:18:13.009 +00:00
251,71,You might want to pay attention to the images of the identified product candidates.,NULL,0,2026-03-04 09:18:13.009 +00:00,2026-03-04 09:18:13.009 +00:00
252,71,For your inconvenience the blueprint was not misplaced into the same place like so many others forgotten files covered in this chapter.,NULL,0,2026-03-04 09:18:13.009 +00:00,2026-03-04 09:18:13.009 +00:00
253,72,Reverse engineering something bad can make good things happen.,NULL,0,2026-03-04 09:18:13.012 +00:00,2026-03-04 09:18:13.012 +00:00
254,72,Using whatever you find inside the malware directly will not do you any good.,NULL,0,2026-03-04 09:18:13.012 +00:00,2026-03-04 09:18:13.012 +00:00
255,72,For this to count as an SSRF attack you need to make the Juice Shop server attack itself.,NULL,0,2026-03-04 09:18:13.012 +00:00,2026-03-04 09:18:13.012 +00:00
256,72,Do not try to find the source code for the malware on GitHub. Take it apart with classic reverse-engineering techniques instead.,NULL,0,2026-03-04 09:18:13.012 +00:00,2026-03-04 09:18:13.012 +00:00
257,73,"""SSTi"" is a clear indicator that this has nothing to do with anything Angular. Also, make sure to use only our non-malicious malware.",NULL,0,2026-03-04 09:18:13.013 +00:00,2026-03-04 09:18:13.013 +00:00
258,73,You can find the juicy malware via a very obvious Google search or by stumbling into a very ill-placed quarantine folder with the necessary URLs in it.,NULL,0,2026-03-04 09:18:13.013 +00:00,2026-03-04 09:18:13.013 +00:00
259,73,Making the server download and execute the malware is key to solving this challenge.,NULL,0,2026-03-04 09:18:13.013 +00:00,2026-03-04 09:18:13.013 +00:00
260,73,"For this challenge you do not have to reverse engineer the malware in any way. That will be required later to solve the ""Request a hidden resource on server through server"" challenge.",NULL,0,2026-03-04 09:18:13.013 +00:00,2026-03-04 09:18:13.013 +00:00
261,75,This challenge asks you to act like an ethical hacker.,NULL,0,2026-03-04 09:18:13.017 +00:00,2026-03-04 09:18:13.017 +00:00
262,75,Undoubtedly you want to read our security policy before conducting any research on our application.,NULL,0,2026-03-04 09:18:13.017 +00:00,2026-03-04 09:18:13.017 +00:00
263,75,"As one of the good guys, would you just start attacking an application without consent of the owner?",NULL,0,2026-03-04 09:18:13.017 +00:00,2026-03-04 09:18:13.017 +00:00
264,75,You also might want to read the security policy or any bug bounty program that is in place.,NULL,0,2026-03-04 09:18:13.017 +00:00,2026-03-04 09:18:13.017 +00:00
265,76,"The ""Comment"" field in the ""Customer Feedback"" screen is where you want to put your focus on.",NULL,0,2026-03-04 09:18:13.018 +00:00,2026-03-04 09:18:13.018 +00:00
266,76,The Comment field in the Contact Us screen is where you want to put your focus on.,NULL,0,2026-03-04 09:18:13.018 +00:00,2026-03-04 09:18:13.018 +00:00
267,76,"The attack payload <iframe src=""javascript:alert(`xss)"">` will not be rejected by any validator but stripped from the comment before persisting it.",NULL,0,2026-03-04 09:18:13.018 +00:00,2026-03-04 09:18:13.018 +00:00
268,76,Look for possible dependencies related to input processing in the package.json.bak you harvested earlier.,NULL,0,2026-03-04 09:18:13.018 +00:00,2026-03-04 09:18:13.018 +00:00
269,76,"If an XSS alert shows up but the challenge does not appear as solved on the Score Board, you might not have managed to put the exact attack string <iframe src=""javascript:alert(`xss)"">` into the database?",NULL,0,2026-03-04 09:18:13.019 +00:00,2026-03-04 09:18:13.019 +00:00
270,77,There is not the slightest chance that you can spot the hidden character with the naked eye.,NULL,0,2026-03-04 09:18:13.021 +00:00,2026-03-04 09:18:13.021 +00:00
271,77,You will need very specialized tool assistance for this challenge.,NULL,0,2026-03-04 09:18:13.021 +00:00,2026-03-04 09:18:13.021 +00:00
272,77,The effective difficulty of this challenge depends a lot on what tools you pick to tackle it.,NULL,0,2026-03-04 09:18:13.021 +00:00,2026-03-04 09:18:13.021 +00:00
273,77,"This challenge cannot be solved by just reading our ""Lorem Ipsum""-texts carefully.",NULL,0,2026-03-04 09:18:13.021 +00:00,2026-03-04 09:18:13.021 +00:00
274,78,Your attack payload must not trigger the protection against too many iterations and infinite loops.,NULL,0,2026-03-04 09:18:13.022 +00:00,2026-03-04 09:18:13.022 +00:00
275,78,"This challenge uses the same leverage point as the ""Perform a Remote Code Execution that would keep a less hardened application busy forever"" challenge.",NULL,0,2026-03-04 09:18:13.022 +00:00,2026-03-04 09:18:13.022 +00:00
276,79,This vulnerability will not affect any customer of the shop. It is aimed exclusively at its developers.,NULL,0,2026-03-04 09:18:13.025 +00:00,2026-03-04 09:18:13.025 +00:00
277,79,This is a research-heavy challenge which does not involve any actual hacking.,NULL,0,2026-03-04 09:18:13.025 +00:00,2026-03-04 09:18:13.025 +00:00
278,79,"Solving ""Access a developer's forgotten backup file"" before attempting this challenge will save you from a lot of frustration.",NULL,0,2026-03-04 09:18:13.025 +00:00,2026-03-04 09:18:13.025 +00:00
279,80,The 2FA implementation requires to store a secret for every user. You will need to find a way to access this secret in order to solve this challenge.,NULL,0,2026-03-04 09:18:13.026 +00:00,2026-03-04 09:18:13.026 +00:00
280,80,"As always, first learn how the feature under attack is used and behaves under normal conditions.",NULL,0,2026-03-04 09:18:13.026 +00:00,2026-03-04 09:18:13.026 +00:00
281,80,Make sure you understand how 2FA with TOTP (time-based one-time password) works and which part of it is the critically sensitive one.,NULL,0,2026-03-04 09:18:13.026 +00:00,2026-03-04 09:18:13.026 +00:00
282,80,"Solving the challenge ""Retrieve a list of all user credentials via SQL Injection"" before tackling this one will definitely help. But it will not carry you all the way.",NULL,0,2026-03-04 09:18:13.026 +00:00,2026-03-04 09:18:13.026 +00:00
283,81,This challenge exploits a weird option that is supported when signing tokens with JWT.,NULL,0,2026-03-04 09:18:13.029 +00:00,2026-03-04 09:18:13.029 +00:00
284,81,You should begin with retrieving a valid JWT from the application’s Authorization request header.,NULL,0,2026-03-04 09:18:13.029 +00:00,2026-03-04 09:18:13.029 +00:00
285,81,"A JWT is only given to users who have logged in. They have a limited validity, so better do not dawdle.",NULL,0,2026-03-04 09:18:13.029 +00:00,2026-03-04 09:18:13.029 +00:00
286,81,Try to convince the site to give you a valid token with the required payload while downgrading to no encryption at all.,NULL,0,2026-03-04 09:18:13.029 +00:00,2026-03-04 09:18:13.029 +00:00
287,81,Make sure your JWT is URL safe!,NULL,0,2026-03-04 09:18:13.029 +00:00,2026-03-04 09:18:13.029 +00:00
288,82,"You can attach a small file to the ""Complaint"" form. Investigate how this upload actually works.",NULL,0,2026-03-04 09:18:13.031 +00:00,2026-03-04 09:18:13.031 +00:00
289,82,First you should try to understand how the file upload is actually handled on the client and server side.,NULL,0,2026-03-04 09:18:13.031 +00:00,2026-03-04 09:18:13.031 +00:00
290,82,"With this understanding you need to find a ""weak spot"" in the right place and have to craft an exploit for it.",NULL,0,2026-03-04 09:18:13.031 +00:00,2026-03-04 09:18:13.031 +00:00
291,83,"You can attach a PDF or ZIP file to the ""Complaint"" form. Investigate how this upload actually works.",NULL,0,2026-03-04 09:18:13.032 +00:00,2026-03-04 09:18:13.032 +00:00
292,83,"If you solved the ""Upload a file larger than 100 kB"" challenge, you should try to apply the same solution here",NULL,0,2026-03-04 09:18:13.032 +00:00,2026-03-04 09:18:13.032 +00:00
293,84,Gather information on where user data is stored and how it is addressed. Then craft a corresponding UNION SELECT attack.,NULL,0,2026-03-04 09:18:13.034 +00:00,2026-03-04 09:18:13.034 +00:00
294,84,Try to find an endpoint where you can influence data being retrieved from the server.,NULL,0,2026-03-04 09:18:13.034 +00:00,2026-03-04 09:18:13.034 +00:00
295,84,Craft a UNION SELECT attack string to join data from another table into the original result.,NULL,0,2026-03-04 09:18:13.034 +00:00,2026-03-04 09:18:13.034 +00:00
296,84,"You might have to tackle some query syntax issues step-by-step, basically hopping from one error to the next",NULL,0,2026-03-04 09:18:13.034 +00:00,2026-03-04 09:18:13.034 +00:00
297,84,"As with ""Order the Christmas special offer of 2014"" and ""Exfiltrate the entire DB schema definition via SQL Injection"" this cannot be achieved through the application frontend.",NULL,0,2026-03-04 09:18:13.034 +00:00,2026-03-04 09:18:13.034 +00:00
298,85,Without utilizing the vulnerability behind another ⭐⭐⭐⭐⭐⭐ challenge it is not possible to plant the XSS payload for this challenge.,NULL,0,2026-03-04 09:18:13.036 +00:00,2026-03-04 09:18:13.036 +00:00
299,85,"The mentioned ""marketing collateral"" might have been publicly advertised by the Juice Shop but is not necessarily part of its sitemap yet.",NULL,0,2026-03-04 09:18:13.036 +00:00,2026-03-04 09:18:13.036 +00:00
300,85,It might help to perform some online searches for structurally similar web projects once you get stuck.,NULL,0,2026-03-04 09:18:13.036 +00:00,2026-03-04 09:18:13.036 +00:00
301,85,"This challenge will always partially keep you blindfolded, no matter how hard you do research and analysis.",NULL,0,2026-03-04 09:18:13.036 +00:00,2026-03-04 09:18:13.036 +00:00
302,86,Try out all existing functionality involving the shopping basket while having an eye on the HTTP traffic.,NULL,0,2026-03-04 09:18:13.038 +00:00,2026-03-04 09:18:13.038 +00:00
303,86,There might be a client-side association of user to basket that you can try to manipulate.,NULL,0,2026-03-04 09:18:13.038 +00:00,2026-03-04 09:18:13.038 +00:00
304,86,"In case you manage to update the database via SQL Injection so that a user is linked to another shopping basket, the application will not notice this challenge as solved.",NULL,0,2026-03-04 09:18:13.038 +00:00,2026-03-04 09:18:13.038 +00:00
305,87,"Report one of two possible answers via the ""Customer Feedback"" form. Do not forget to submit the library's version as well.",NULL,0,2026-03-04 09:18:13.040 +00:00,2026-03-04 09:18:13.040 +00:00
306,87,Look for possible dependencies related to security in the package.json.bak you probably harvested earlier during the Access a developer’s forgotten backup file challenge.,NULL,0,2026-03-04 09:18:13.040 +00:00,2026-03-04 09:18:13.040 +00:00
307,87,Do some research on the internet for known security issues in the most suspicious application dependencies.,NULL,0,2026-03-04 09:18:13.040 +00:00,2026-03-04 09:18:13.040 +00:00
308,88,"Report one of five possible answers via the ""Customer Feedback"" form.",NULL,0,2026-03-04 09:18:13.042 +00:00,2026-03-04 09:18:13.042 +00:00
309,88,"Cryptographic functions only used in the ""Apply some advanced cryptanalysis to find the real easter egg"" challenge do not count as they are only a developer’s prank and not a serious security problem.",NULL,0,2026-03-04 09:18:13.042 +00:00,2026-03-04 09:18:13.042 +00:00
310,89,You have to find a way to beat the allowlist of allowed redirect URLs.,NULL,0,2026-03-04 09:18:13.044 +00:00,2026-03-04 09:18:13.044 +00:00
311,89,You can find several places where redirects happen in the OWASP Juice Shop.,NULL,0,2026-03-04 09:18:13.044 +00:00,2026-03-04 09:18:13.044 +00:00
312,89,The application will only allow you to redirect to allowlisted (previously referred to as whitelisted) URLs.,NULL,0,2026-03-04 09:18:13.044 +00:00,2026-03-04 09:18:13.044 +00:00
313,89,Tampering with the redirect mechanism might give you some valuable information about how it works under to hood.,NULL,0,2026-03-04 09:18:13.044 +00:00,2026-03-04 09:18:13.044 +00:00
314,90,The leverage point for this challenge is the deprecated B2B interface.,NULL,0,2026-03-04 09:18:13.046 +00:00,2026-03-04 09:18:13.046 +00:00
315,90,"This challenge sounds a lot harder than it actually is, which amplifies how bad the underlying vulnerability is.",NULL,0,2026-03-04 09:18:13.046 +00:00,2026-03-04 09:18:13.046 +00:00
316,90,Doing some research on typical XEE attack patterns basically gives away the solution for free.,NULL,0,2026-03-04 09:18:13.046 +00:00,2026-03-04 09:18:13.046 +00:00
317,91,It is not as easy as sending a large amount of data directly to the deprecated B2B interface.,NULL,0,2026-03-04 09:18:13.047 +00:00,2026-03-04 09:18:13.047 +00:00
318,91,The leverage point for this is obviously the same as for the XXE Data Access challenge.,NULL,0,2026-03-04 09:18:13.047 +00:00,2026-03-04 09:18:13.047 +00:00
319,91,You can only solve this challenge by keeping the server busy for >2sec with your attack.,NULL,0,2026-03-04 09:18:13.047 +00:00,2026-03-04 09:18:13.047 +00:00
320,91,The effectiveness of attack payloads for this challenge might depend on the operating system the Juice Shop is running on.,NULL,0,2026-03-04 09:18:13.047 +00:00,2026-03-04 09:18:13.047 +00:00
321,92,This one is actually similar to the XXE DoS challenge in every way except the data format being (ab)used.,NULL,0,2026-03-04 09:18:13.049 +00:00,2026-03-04 09:18:13.049 +00:00
322,92,You can only solve this challenge by keeping the server busy for >2sec with your attack.,NULL,0,2026-03-04 09:18:13.049 +00:00,2026-03-04 09:18:13.049 +00:00
323,92,The effectiveness of attack payloads for this challenge might depend on the operating system the Juice Shop is running on.,NULL,0,2026-03-04 09:18:13.049 +00:00,2026-03-04 09:18:13.049 +00:00
324,93,"Before you invest time bypassing the API, you might want to play around with the UI a bit.",NULL,0,2026-03-04 09:18:13.051 +00:00,2026-03-04 09:18:13.051 +00:00
325,94,Check the Photo Wall for an image that could not be loaded correctly.,NULL,0,2026-03-04 09:18:13.052 +00:00,2026-03-04 09:18:13.052 +00:00
326,94,You just have to (literally) inspect the problem to understand the basic issue.,NULL,0,2026-03-04 09:18:13.052 +00:00,2026-03-04 09:18:13.052 +00:00
327,94,It can also help to try out the Tweet-button of the entry and observe what happens.,NULL,0,2026-03-04 09:18:13.052 +00:00,2026-03-04 09:18:13.052 +00:00
328,95,This challenge would formally have to be in several categories as the developers made multiple gaffes for this to be possible.,NULL,0,2026-03-04 09:18:13.054 +00:00,2026-03-04 09:18:13.054 +00:00
329,95,Loading this page with an empty browser cache and on a slow (or throttled) connection will give you an idea on what the delivery box image is made of. Of course inspecting the page source will tell you just as much.,NULL,0,2026-03-04 09:18:13.054 +00:00,2026-03-04 09:18:13.054 +00:00
330,95,You need to dive deep into the actual Angular code to understand this one.,NULL,0,2026-03-04 09:18:13.054 +00:00,2026-03-04 09:18:13.054 +00:00
331,95,This challenge requires the exploitation of another vulnerability which even has its own two challenges in its very own category,NULL,0,2026-03-04 09:18:13.054 +00:00,2026-03-04 09:18:13.054 +00:00
332,95,"This challenge can only be solved by strictly using the mentioned ""cross-domain kittens"". No other kittens from anywhere else can solve this challenge.",NULL,0,2026-03-04 09:18:13.054 +00:00,2026-03-04 09:18:13.054 +00:00
333,96,Try to guess what URL the endpoint might have.,NULL,0,2026-03-04 09:18:13.056 +00:00,2026-03-04 09:18:13.056 +00:00
334,96,The Juice Shop serves its metrics on the default path expected by Prometheus,NULL,0,2026-03-04 09:18:13.056 +00:00,2026-03-04 09:18:13.056 +00:00
335,96,Guessing the path is probably just as quick as taking the RTFM route via https://prometheus.io/docs/introduction/first_steps,NULL,0,2026-03-04 09:18:13.056 +00:00,2026-03-04 09:18:13.056 +00:00
336,97,Look closely at what happens when you attempt to upgrade your account.,NULL,0,2026-03-04 09:18:13.058 +00:00,2026-03-04 09:18:13.058 +00:00
337,97,Go to the payment page for a deluxe membership and try paying through different methods.,NULL,0,2026-03-04 09:18:13.058 +00:00,2026-03-04 09:18:13.058 +00:00
338,97,"Try inspecting the requests that go out for each of these methods, using the browser’s developer tools.",NULL,0,2026-03-04 09:18:13.058 +00:00,2026-03-04 09:18:13.058 +00:00
